Make,Model,Injury.Severity,Aircraft.damage,Total.Serious.Injuries,Total.Fatal.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Investigation.Type,Engine.Type
Piper,PA-17,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Mooney,20J,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-18,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Beech,G35,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-31-350,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Beech,B95,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Go-around,Accident,Reciprocating
Cessna,172G,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Standing,Accident,Reciprocating
Cessna,310N,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,208B,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Takeoff,Accident,Turbo Prop
Cessna,P210R,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,S550,Non-Fatal,Substantial,0.0,0.0,6.0,IMC,Landing,Accident,Turbo Fan
Cessna,208B,Fatal(1),Destroyed,0.0,1.0,0.0,UNK,Descent,Accident,Turbo Prop
Hughes,269C,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Beech,1900D,Incident,Minor,0.0,0.0,6.0,VMC,Descent,Incident,Turbo Prop
Piper,PA-28-161,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,414,Fatal(4),Destroyed,2.0,4.0,0.0,VMC,Climb,Accident,Reciprocating
Piper,PA-31-350,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,172N,Fatal(3),Destroyed,1.0,3.0,0.0,UNK,Cruise,Accident,Reciprocating
Bell,206B,Fatal(2),Destroyed,2.0,2.0,0.0,IMC,Cruise,Accident,Turbo Shaft
Cessna,182R,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Destroyed,0.0,0.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Mooney,M20F,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Destroyed,3.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-151,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,310Q,Non-Fatal,Destroyed,3.0,0.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Bell,47G-3B,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Hughes,369E,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Turbo Shaft
Cessna,208B,Non-Fatal,Destroyed,0.0,0.0,0.0,IMC,Takeoff,Accident,Turbo Prop
Beech,V35,Fatal(3),Substantial,0.0,3.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-236,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Climb,Accident,Reciprocating
Boeing,737-247,Incident,Minor,0.0,0.0,28.0,IMC,Landing,Incident,Turbo Jet
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,172,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,7.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,421C,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,A185E,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-31-350,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Approach,Accident,Reciprocating
Cessna,150F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,177,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Descent,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,195,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,A152,Fatal(1),Minor,0.0,1.0,1.0,VMC,Standing,Accident,Reciprocating
Beech,C45H,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-18-150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Beech,33-A,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Landing,Accident,Reciprocating
Beech,A36,Fatal(1),Substantial,1.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-32R-300,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Beech,E18S,Fatal(1),Substantial,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA-24-260,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150L,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-180,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Takeoff,Accident,Reciprocating
Bell,206-B3,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Turbo Shaft
Beech,35,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Boeing,747-238B,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Takeoff,Accident,Turbo Jet
Beech,A36,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Go-around,Accident,Reciprocating
Beech,V35A-TC,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Beech,F33A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172H,Non-Fatal,Substantial,1.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Bell,47G-4A,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,185F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Grumman,G-164B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172N,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Bellanca,7GCBC,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Bellanca,7GCBC,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,150,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,177,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,310L,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Descent,Accident,Reciprocating
Cessna,185,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Takeoff,Accident,Reciprocating
Bellanca,7ECA,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Climb,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Bell,47G-3B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-23,Non-Fatal,Substantial,0.0,0.0,3.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-32-300,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Climb,Accident,Reciprocating
Cessna,177RG,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-601P,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,172G,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-32R-300,Fatal(5),Destroyed,0.0,5.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,120,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,T210G,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-32R-301T,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Go-around,Accident,Reciprocating
Beech,S-35,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-180,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Beech,B60,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,150J,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-30,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Cessna,182Q,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Unknown,Accident,Reciprocating
Bellanca,7GCBC,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,210L,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Landing,Accident,Reciprocating
Cessna,172K,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-31-350,Fatal(8),Destroyed,2.0,8.0,0.0,VMC,Takeoff,Accident,Reciprocating
Bell,206L-4,Fatal(5),Destroyed,0.0,5.0,0.0,IMC,Cruise,Accident,Turbo Shaft
Piper,PA-46-310P,Fatal(2),Destroyed,2.0,2.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,414,Non-Fatal,Destroyed,0.0,0.0,1.0,IMC,Go-around,Accident,Reciprocating
Cessna,T310R,Non-Fatal,Substantial,0.0,0.0,4.0,IMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-23-250,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Cruise,Accident,Reciprocating
Beech,C23,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,525,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Turbo Jet
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,T210M,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Cessna,172RG,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Descent,Accident,Reciprocating
Cessna,TR182,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Landing,Accident,Reciprocating
Cessna,150M,Fatal(2),Substantial,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,182C,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Beech,23,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,180J,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Beech,C23,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,T210F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,177B,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-260,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Climb,Accident,Reciprocating
Cessna,150G,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Go-around,Accident,Reciprocating
Grumman,AA5B,Non-Fatal,Minor,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Beech,95,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Climb,Accident,Reciprocating
Hughes,500C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Turbo Shaft
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Bell,47G-5,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Beech,60,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Climb,Accident,Reciprocating
Mooney,M20E,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,A-188B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-30B,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Approach,Accident,Reciprocating
Bell,206,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Standing,Accident,Turbo Shaft
Beech,35,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,172L,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Standing,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Cessna,207A,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,T210M,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-24-250,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,180J,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Grumman,AA-5B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Bellanca,7ECA,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Bellanca,7ECA,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Bell,206L,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Takeoff,Accident,Turbo Shaft
Cessna,152,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Unknown,Accident,Reciprocating
Beech,95-B55B,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Takeoff,Accident,Reciprocating
Beech,58P,Non-Fatal,Destroyed,2.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA-32RT,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Climb,Accident,Reciprocating
Cessna,208B,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Approach,Accident,Turbo Prop
Cessna,150H,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Piper,PA-23-150,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,208B,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Approach,Accident,Turbo Prop
Mooney,M20C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,180J,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,175,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Approach,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,R182,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Boeing,B75N1,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Mooney,M20J,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Climb,Accident,Reciprocating
Piper,PA-22-108,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Go-around,Accident,Reciprocating
Cessna,185F,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,421C,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Descent,Accident,Reciprocating
Beech,1900,Non-Fatal,Substantial,0.0,0.0,18.0,VMC,Taxi,Accident,Turbo Prop
Piper,PA-22-150,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-34-200T,Non-Fatal,Destroyed,0.0,0.0,0.0,IMC,Takeoff,Accident,Reciprocating
Cessna,T210N,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Climb,Accident,Reciprocating
Grumman,G-164B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Bell,206L,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Descent,Accident,Turbo Shaft
Bell,230,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Turbo Shaft
Cessna,337C,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,207A,Non-Fatal,Destroyed,3.0,0.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Piper,J3,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-235,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,182A,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-32-260,Fatal(3),Destroyed,3.0,3.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,120,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150E,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Beech,58,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,340,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,180,Fatal(2),Destroyed,1.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-46-310P,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Takeoff,Accident,Reciprocating
Cessna,177B,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,23,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Beech,T-34B,Non-Fatal,Destroyed,2.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Hughes,269A,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172H,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Bell,47,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,337F,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,1900C,Incident,Minor,0.0,0.0,19.0,VMC,Approach,Incident,Turbo Prop
Cessna,185,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Taxi,Accident,Reciprocating
Cessna,177,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,182,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-22-150,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,J-3L-65,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,150K,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28R-201,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,182K,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150J,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182RG,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Descent,Accident,Reciprocating
Piper,PA-34-200T,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,210L,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Bell,206B,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Turbo Shaft
Piper,PA-60,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,207A,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-18,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,182Q,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,208B,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Turbo Prop
Piper,PA-34,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Beech,35-C33,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,310Q,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Beech,1900C,Non-Fatal,Substantial,1.0,0.0,19.0,VMC,Standing,Accident,Turbo Prop
Hughes,369HS,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Turbo Shaft
Cessna,172D,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,R172E,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172N,Fatal(2),Substantial,1.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172P,Fatal(1),Destroyed,1.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,206G,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28R,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Approach,Accident,Reciprocating
Cessna,170A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Go-around,Accident,Reciprocating
Cessna,177RG,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-25-235,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,A188B,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
